username,tweet,review,ironic
SpartakusT_,"""Bolsonaro no roda viva foi só atacado mesmo ? To assistindo aqui e até agora não vi uma pergunta que não seja atacando o candidato""",-1,False
Fiodanavalha1,"""Ana Amélia foi escolhida para desmontar o palanque de Bolsonaro no RS e tem gente dizendo que foi por causa de ser mulher, do agro, favorável a Lava Jato e etc...""",-1,False
vlwjoao,"""@luisamaiamaciel pô, eu também espero que seja o cirão da massa. mas se você parar p olhar pro cenário político, tu percebe que o segundo turno vai ser bolsonaro e alckmin, , e vai geral votar no alckmin p não votar em fascismo""",-1,False
noslyaht,"""@lipi_zinhon @johnmt22 Mano, como você ainda consegue?! você vai sofrer cara. Você é negro!! Bolsonaro quer um país de etnia branca, para pra vê as entrevistas desse cara, esse cara vai fuder a gente. Pobres e negros!!""",-1,False
_RafaelOlv,"""@vitorhugobm_ @usuariodelolo @DanielGauze1 @mtesperon @beeacella E coincidentemente só posta algo de Bolsonaro pra escrachar., Só acho isso engraçado 🤔""",0,False
anacoutinho83,"""Acho que essa política injusta não vai seguir. E á partir de Janeiro o , #LulaPresidente,  vai brilhar. E ai, todos juntos vão cantar pela paz! Por um país próspero, um país digno, Brasil. Olé olé olé olá Lula! Lula!""",1,False
profAlzi,"""@gleisi @castrofor Eu vou continuar dizendo Lula 2018""",1,False
OduwaldoCalixto,"""@alexandregarcia @GloboNews Me desculpe.  Mas saúde pública não é o principal tema desta eleição.  As pessoas estão preocupadas com INIQUIDADE.  Daí a vantagem de Bolsonaro.""",-1,False
MatrizF,"""@UOL @portaljovempan janeiro na bolsa de mulher direita...bolsonarp 17 eu voto nesse corno por defender israel dos comunista ...17 pra ter arma na escola e nos bar.apesar de ter mais dedo ki  o lula...deve roubar menis """,-1,True
Pedro_henriqz,"""@porra__anninha @GOMES011087 @pedrinhu_tecix @olivamendes1 Mas isso é claro samu, o bolsonaro até desagarrar aquela língua dele já foi 3 minutos""",0,False
CarmenLucia_SR,"""@joesouza38 Acho q o fato do Ciro Gomes abrir mão das 3 aposentadorias q teria direito por ter sido deputado, prefeito e governador ñ te diz nada?! #JN""",1,False
luan__leal,"""@edson_pina Quando eu falo em não votar na velha política e votar em Amoedo! Bolsonaro já está no segundo turno, não sabe com quem, no caso Amoedo""",0,False
BrunnTiago,"""@Enquette_ Bolsonaro""",0,True
LLRSarahBixby,"""LULA TAKE OVER COME JOIN!! , , """,1,False
GilvaniGilvani,"""@realwbonner com  luxuosa presença de Ciro Gomes, Bonner é entrevistado por Renata Vasconcellos. """,0,False
CarlosSCF01,"""@Jacck13 @passaroAzul46 @pahega @joomikhail @ro_lustosa @Beta22 @neusinhaschub @juca_picasso @marserafim @DilmaResiste @redsonmello @MarcosEducacao @LciaPontes1 @FridaGalo13 @Frankfrs4 @GraaVieira @adejana_m @PRagazzon @Lelecoutz @kosmossilva7 @fatimaleaum @AnnaS_Gdottir @sandraselmader @Galo_Barreiro @gurudepre @Moraescarmen @VictorLouSan @MalcomEcks @LuciaMariaCast5 @pablitohistory @esidney_ @EficoDulenio @GracieusaBrito @MITO_BR64 @Alfredo10barros @marlenemota7 @hamenteslivres @WanderleyJFJr @deliriumdelia @kepler_johann @Sandman998 @marcelo93984281 @Adrianasscamar1 @borgesedivaldo @ProencaBuen @JotaKar @ZehChe @alexandrecct @PTmilitancia @passarosErosas É mesmo. Mas no verão com Bolsonaro eleito é melhor ainda!!! Kkkk""",0,True
Rikaom59Silva,"""@Estadao Lula também tinha no Zé Dirceu, Temer no Geddel...""",0,False
mi_dalla,"""É possível. E é bem capaz de aparecer quem fale se achando inteligente: Nooossa como é inteligente !!!! """,0,False
glaciosas,"""@fernandatanaka_ eu prefiro que deixem o bolsonaro falar que ele se embolota sozinho. o ciro não, se deixa ele falar até a @fernandatanaka_ vota nele #Ciro12.""",-1,False
Pinheirao10,"""Eu estava hoje em  bate papo com caras que são admiradores do Lula e um falou que o Lula foi o cara mais votado no planeta em todas as vezes que foi candidato, eu fiquei curioso quantos votos ele já recebeu""",0,False
ondejaciviu,"""TRUMP copiando BOLSONARO!          56°Episódio  """,0,False
EstelitaBorges,"""A sorte do juiz curitibano é que Lula não guarda rancor e nada fará para prejudicá-lo se voltar à presidência. Ao contrário dele, juiz, que tudo faz para prejudicar e maltratar o ex-presidente.""",0,False
piracurucanews,"""Em sabatina, Marina Silva reafirma ser contra o aborto """,0,False
BrunnTiago,"""@joaoamoedonovo Se vc tivese comeca a 2 anos atrás iqual Bolsonaro o senhor seria eleito nosso presidente.....tenho certeza ....""",0,False
ofof2k1,"""Conheça um pouco mais sobre a nossa primeira dama, Michele Bolsonaro. """,0,False
DuMartin5,"""Ibope por estados, avassalador: Lula vence em 17, empata em 6 e perde em 2 - TIJOLAÇO | “A política, sem polêmica, é a arma das elites.” """,0,False
vandrank,"""Quando o Bolsonaro perder a eleição vocês se preparem, meu twitter vai ser todinho dedicado a rir dele.""",-1,False
sandramorena,"""Gostei de um vídeo @YouTube  COM VOCÊS: DEBATE CENÁRIO COM LULA PRESIDENTE OU COM QUEM ELE INDICAR.""",0,False
ZatonioLahud,"""Supremo volta a discutir liberdade de Lula em setembro """,0,False
GelliCristo,"""@ThaisM1321 @lebarata Então, desculpa se não deu pra perceber, mas foi uma ironia. Explico melhor, vejo muitos apoiadores do Bolsonaro batendo palmas pra discursos de ódio, meu comentário foi uma crítica a essas pessoas. Utilizei a ironia para fazê-la.""",0,True
observadorint,"""STF: Rumor de julgamento ""virtual"" de pedido de Lula entre os dias 7 e 13 de setembro """,0,False
theviruslife,"""REPORTAGEM COMPLETA DE CIRO GOMES NO JORNAL NACIONAL, , ASSISTA:  , ,  #CiroNoJornalNacional #JornalNacional #CiroNoJornalNacional #CiroGomesNoJN #CiroNoJN""",0,False
daafnemartins,"""Nova edição do Festival Lula Livre será realizada em São Paulo em 2 de setembro """,1,False
portalbemparana,"""Ciro Gomes diz que 'colocará o Ministério Público e a justiça de volta na caixinha' """,-1,True
moreramatheus,"""Deveria existir uma pílula antidecepcional.""",0,True
AmorimElisio,"""@RenovaMidia Jair bolsonaro ganhou os minutos que lhe falta então.""",0,False
euEmersonSantos,"""@ToBemAqui @leticiasofer @diImabr Esse texto é uma piada. Ciro foi contra a eleição do FHC. E se for levar em conta os apoios nem o Lula é de esquerda. Já apareceu abraçado com o corrupto do Renan Calheiros. Então MENAS.""",-1,False
atjpmf,"""@BrasileirosFirs se tivesse lula tbm""",0,False
_Danipires09,"""Acho que a sabatina de amanhã do Bolsonaro será um divisor de águas, Se for bem, será eleito, com chances de ganhar no primeiro turno,  Se for mal abrirá espaço para outro. o Bonner é muito bom no que faz.""",0,False
JaecioMatos,"""@chicobarney Se não estou errado nos meus cálculos, segundo a pesquisa Data folha apenas 20% da população votaria no Lula. Lembrando que cerca de 42% ainda não sabem em quem votar. Portanto, teoricamente, temos mais de 70% da população que não votaria no Lula. Logo...""",0,True
minosadao,"""Com a desmoralização de Moro, juristas acreditam que Barroso pode “voltar à Constituição” e deferir candidatura de Lula """,0,True
Bah_pettermann,"""@patyish meu pai felizmente só falta tatuar lula no corpo, mas meu tio é apoiador ao extremo do candidato que não deve ser nomeado""",0,False
Imoveisluxossa,"""Bahia Notícias / Cultura / Notícia / Gilberto Gil: ‘Sou Lula Livre, mas não necessariamente para votar nele’ - 27/08/2018  via @bahianoticias""",1,False
marsnolith,"""eu nem sou eleitora do ciro gomes, só quero observar mesmo""",0,False
JAFreire_MD,"""Como é próprio da política agora que o Bolsonaro lidera e vai ganhar os ratos querem subir no seu navio.""",1,False
rlogadouro,"""@andreazzaeditor O Amoedo foi o primeiro a atacar Jair Bolsonaro !, É só pesquisar !!!, Mas isso não interessa, não é !?!?!?""",0,True
euweslopes,"""Jornal Nacional - Entrevista de Ciro Gomes, candidato a Presidente do Brasil - Completo - 27/08/2018:  via""",0,False
Ruangg28,"""William Bonner: 'O tempo tá acabando', Ciro Gomes: 'Oooh que pena',  c essa n foi a melhor parte eu não sei qual foi , #cironojornalnacional""",0,True
_levola,"""Sei que vai rolar muita água ainda, mas já pensou PT/Lula/Haddad levam essa joça com um pé nas costas, sem participar de um debate nem entrevista no JN, além de bem menos tempo de TV? A política brasileira para 2019 muda completamente num cenário assim.""",0,False
ricardorfmelo,"""#CiroGomes  EU ESTOU COMENDO A MULHER DO BONNER FÁTIMA BERNADES DIZ ASSESOR DE CIRO GOMES POR MOTIVO   SER MALTRATADO COM CANDIDATO JN  21.55 HS  27 AGOSTO 2018 """,-1,False
evenunes_,"""@Joao_Almirante O meu saiu Ciro com 60 e poucos % seguido de Boulos e Lula 😅""",0,False
mcarolinaaz,"""@mateus_pecanha bolsonaro amanha, alckmin quarta e marina quinta""",0,False
GilmarFavretto,"""#cironojornalnacional Imaginem o Lula ou o Hadad na bancada do JN destruíndo de uma vez só o Boner, a globo, a Lava jato,  o STF, o Temer e sua quadrilha. Por isso a Globo se recusa a entrevistar os candidatos do PT.""",0,False
VagnerBrito4,"""Bom dia Presidente Lula direto da Vigília Lula Livre em Curitiba | 143 d...  via @YouTube""",1,False
eli_lessa,"""Bolsonaro construiu sua carreira política no legislativo, não tem experiência nenhuma com o executivo. Vem de um partido pequeno e terá pouquíssima governabilidade.""",-1,False
iagomaia_,"""@lulabonfim @d_assiis Hahahahahahahaha Lula estava alegre demais. Incorporou o espírito carnavalesco.""",0,True
misscaviar,"""@UOLNoticias Bolsonaro lidera no SUL.""",1,False
lppalazzi,"""@nitimerhej nada, ela é muito ciro gomes.""",0,False
poxa_cardoso,"""Lula ladrão""",-1,False
ricardocruz_o,"""Jair Bolsonaro propõe demissão em massa de professores do Brasil #boato  via @boatosorg""",-1,False
anclarad,"""@bchartsnet Pra melhorar só falta Bolsonaro não virar presidente do Brasil""",-1,False
Penetradanoite,"""Claro que preciso estudar um pouco mais sobre a vida do Ciro Gomes, Gostei das suas propostas de governo... senti que o Brasil tem jeito sim !!  #CiroNoJornalNacional""",1,False
naggyinho,"""24% DE LULA, SÓ PORQUE EU DISSE QUE TINHA QUE INVESTIR MAIS EM EDUCAÇÃO PÚBLICA, ISSO NÃO É SER PETISTA É SER CORRETO""",1,False
regininhaferraz,"""@xicosa Achei os entrevistadores bem mal educados e ardilosos. E o Ciro n se deixou intimidar. Falou do golpe, de Lula e da rivalidade: coxinhas e mortadelas estimulada pela mídia. Voltei a pensar no Ciro como opção.""",0,False
mila5220,"""Denuncian invisibilización a campaña electoral de Lula  @NicolasMaduro """,0,False
jctm1,"""CIRO GOMES É MASSACRADO NA GLOBO E BATE BOCA COM WILLIAN BONNER  via @YouTube, , o bonner deu na cara do ciro sem dó., poucas vezes vi o coronel ficar sem palavras e na defensiva desse jeito.""",-1,False
EveraldoDalg,"""@jandira_feghali Jair Messias Bolsonaro , #MensalinhoDoTwitter""",1,False
anaggui,"""@mahnetti Imagina amanhã com bolsonaro """,0,False
rev_gremista,"""Depois do festival de imbecilidades do Ciro Gomes no JN, afirmo categoricamente:, @jairbolsonaro vencerá no primeiro turno.""",0,False
blackparanoiac,"""@ludymillx mas vota no branco menos pior, oq não adianta é votar em branco e o voto ir pro Bolsonaro né migs""",-1,False
ElianeA02428857,"""@rodrigocezarc @jairbolsonaro O meu também: Bolsonaro 17""",0,False
SinceraClara,"""@SimoneJully Contra Bolsonaro""",0,True
gvgvfarao,"""E o Lula que vai faltar nessa entrevista do JN...""",0,False
MARCELO1SANTANA,"""VOTE em JAIR BOLSONARO nº 17 para PRESIDENTE do BRASIL """,1,False
kelesjp,"""Queremos direitos iguais Bolsonaro sendo julgado por racismo?  @jairbolsonaro @BolsonaroSP @FlavioBolsonaro  RACISMO AGORA POUCO NOVELA.""",-1,False
geovannycaio5,"""@Aryyesss ""Eu não votaria no Bolsonaro por isso e aquilo"", Pessoas ao meu redor:, -Olha lá, petista, prefere analfabeto do que militar, esquerdista""",0,False
Estadao,"""Bolsonaro e Alckmin disputam votos no Sul  -via @EstadaoPolitica""",0,False
chicosabetudo,"""Zilu Camargo diz que Brasil precisa de choque para mudar: ‘Vou de Bolsonaro na cabeça’ #chicosabetudo """,1,False
MajuTerra1,"""Na sua opinião, qual é o evento mais relevante da história até hoje? — Lula ser preso kkkk """,-1,False
allen_n,"""que história foi essa de ciro gomes entrevistando william bonner?""",0,False
Flaw5s,"""@dougraz Bolsonaro""",-1,False
Edlander_TJ,"""Só não votei no Lula, pois nunca compactuei com as suas ideologias, nem de seu partido! """,0,False
RadioProletrio,"""JUSTIÇA CRIMINOSA , , Delegado revela que recebeu ‘ordem verbal’ e ilegal para manter Lula preso  via @luizmuller""",0,False
eprpeme,"""@frenadeso Lula libre!!! Y que le reparta al pueblo todo lo que se robo....""",0,True
WevertonCEC,"""Tô tentando comprar a nova camisa do Cruzeiro, mas não tá aparecendo a opção de pagamento “Ciro Gomes”, assim fica difícil..""",0,False
irlan50532614,"""@Lucasrr19615166 @roxmo @Cagada_Livre E lamentável amigo, além de ser superfaturada, foi feito de qualquer jeito, são esses os legados do Lula e do @ptbrasil, nos roubaram sem limites e ainda só fizeram porcaria""",-1,False
RTPrazeres,"""O POVO(EDER MAURO) MANDOU COLOCAR MAIS DE 70 OUTDOORS DE BOLSONARO NO PARÁ. SEI!!!! ESSE POVO QUE APOIA O MIJÃO. KKKKKK""",0,False
RosanaCerize,"""@cviegas @augustodefranco Quem quer ser ditador não arma a população. É claro que Bolsonaro respeita a democracia.""",0,False
RenatoLebrao,"""@DeputadoFederal @LulaOficial No caso do Lula o verbo correto é cassar e não caçar!""",0,False
Joao_Regasso,"""@RenovaMidia Hahaha., Se o The Economist ataca o Presidente Donald Trump e o Jair Bolsonaro, é mais um motivo para eu votar em @jairbolsonaro .""",1,False
brandao_couto,"""@OdaviasMachado Toda vez que ouço falar em Salvador da Pátria, só me lembro da experiência ruim de Collor e Lula...""",-1,False
David14554073,"""@TrendsTVOficial @EvandroSics @LulaOficial @jairbolsonaro @cirogomes @geraldoalckmin Não participo de pesquisa desse nível. Lula não é candidato. Pesquisa com lula é pesquisa sem valor que não merece respeito e nem credibilidade.""",-1,False
adrianoquites,"""@neirobson @yuripatrickpf @JesseMetidieri 😂😂😂, Alto nível?, Primeiro ñ era uma discussão, vcs estavam apenas dando tapinhas nos ombros uns dos outros! Segundo ñ era de alto nível pq vcs ñ fazem ideia do que falam, o que atacamos ñ é as críticas ao Bolsonaro, ou imparcialidade, mas a hipocrisia e desonestidade!""",1,True
badgalmare,"""@CLUBEFOLLOWBACK @Jujubs_Gabs "" clube bolsonaro"" KJKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK""",-1,False
VemMed2017,"""@RomneySilva1 @ValSilvestre11 @mdocarmog @alcebiadesbrito @maepatriota @JanainaDoBrasil Existe já um livro qdo Lula, inclusive em PDF grátis no Google Play, ai vc vai em Livros""",0,False
deivis_sil,"""@Andrecosta1911 @BlogDoPim @lobaoeletrico O Bobãoelétrico não disse apenas que não vota em Bolsonaro, acusou e generalizou todos os eleitores do Bolsonaro de modo pejorativo. É bem diferente. Mas tá certo, ele estava para ir no Fausto, tinha que fazer uma média.""",0,False
jabaRevoltz,"""@Rosil04822756 @lobaoeletrico @yellowrafaella @doohnice @LindomarMaia @LeowitterPC @RedeGlobo Resumindo a mídia esquerdista acaba de comprar Lobão, mais um influenciável das REDES SOCIAIS que começou meter a ripa no Bolsonaro só agora que ele se oficializou candidato kkkkkkk""",0,False
kethlemes,"""Só não vale ser machista, racista, xenofóbico discriminar qualquer minoria e/ou compactuar com qualquer ideia do Bolsonaro""",-1,False
laylacamilly,"""Lula ou Dilma? — Dilma..😂 """,0,False
dudasmarques_tt,"""Jovens e adultos preocupados com o bolsonaro nas eleições em setembro""",-1,False
PaixaoMatsuda,"""@vanessabg81 Vanessa, se eu fosse o Bolsonaro, pagaria pra ver. Desconfie, quando todos em sua volta sempre concordam com vc...""",0,False
AMello26,"""@ElvisRo04398534 @LourenzoAL @LulaOficial @RedeGlobo Levando em conta que sou humilde é sou Bolsonaro 😂😂😂👉""",1,False
aleessandrapr,"""GENTE SÉRIO, PQ OS BOLSOMINIONS ACHAM QUE SÓ EXISTE ESQUERDA OU DIREITA? TIPO, EU NÃO APOIO O BOLSONARO, LOGO SOU LULETE KKKKKKKKKKKKKKKKKKKK ACORDEM""",-1,False
mfreitas341,"""@joice_jsk @leandroruschel Preparem-se porque com o Bolsonaro vai ser a mesmíssima coisa. Essa gente é INSUPORTÁVEL""",-1,False
martirizou,"""Engraçado q a maioria q é contra o Bolsonaro é universitário noiado, noiado e lgbt noiado.""",1,False
henrel,"""Cid e Ciro Gomes são acusados de desviar R$ 300 milhões, diz revista """,-1,False
Armeteo,"""@Galdak Correcto. Toda la pinta de ser una única célula aislada.""",0,False
esmaelmorais,"""Lindbergh, Bolsonaro e Chico Alencar embolados na disputa pelo Senado no Rio  """,1,False
claudiovereza,"""Gostei de um vídeo @YouTube  música Lula Livre!""",1,False
G48ri3l12,"""Se a Advogada Janaína Paschoal se candidata-se a presidência da república teria meu voto, acho ela preparada e me representa bem, Uma aliança entre ela e Bolsonaro seria perfeito prós dois, mas criticar a Janaína por pensar diferente as vezes, pode ser perigoso.""",1,False
AssisCoite,"""“TRE deveria dar título ao prefeito Assis pela honestidade e trabalho sério”, afirma deputada Neusa, , Obrigada deputada Neusa Lula... """,0,True
Marcelo47168064,"""@correio Ele será o vice do Ciro Gomes...e juntos vamos ganhar essa eleição.""",0,False
Brifernands16,"""Como eu pude já ter apoiado o Bolsonaro, mdsssss! Devia estar com demência...""",-1,False
S_Mcleod_69,"""Gostei de um vídeo @YouTube  vai soltar Lula e quem vai ficar com Bolsonaro?! Aniversário do One""",0,False
