username,tweet,review,ironic
jennyfercruz76,"""@maepatriota É coisa de jumento mesmo.... sabem q ou é Bolsonaro ou o Comunismo..., #SomosTodosBolsonaroEMourao , #EuVotoBolsonaro17 """,1,False
PauloMozzone,"""Bolsonaro perde paciência e xinga jornalista da Rede TV  via @YouTube""",-1,False
GugaSomera,"""@rtitareis @DaniBragaTO @GawenRJ @joomikhail @gpiazza_ @LulaOficial Vamos ver quem vai ser o mais forte no discurso para tentar aniquilar Bolsonaro""",0,False
Angelsherd,"""@joicehasselmann @jairbolsonaro Você está chamando o Eleitorado do Bolsonaro de idiota ? ,é isso que entendi RT ?, se for se mostrou que realmente é desiquilibrada. 🤔 RT""",1,False
gojammaj,"""PT anuncia Fernando Haddad como candidato a vice de Lula """,0,False
CRUVINELGYN,"""@alex_eleitoral @Fabricio_Carva Mais o TSE pode declarar a inelegibilidade de Lula um dia após o seu registro? Ou não mestre e grande professor que tive""",0,False
desigrejadosbr,"""LULA: O PRESO CANDIDATO A PRESIDÊNCIA ! BRASIL CHACOTA - O PAÍS DAS MARIONETES! """,-1,False
figueiralves,"""@EricAmaral10 O Bolsonaro está esquecendo do eleitorado feminino que ele tem menosprezado..claro tem aquelas que gostam do seu estilo machista racista e homofóbico.""",-1,False
StedileMagno,"""Lula foi condenado pelo seu triplex:, , Lula, Haddad, Manuela, , É crime defender os pobres e a educação no Brasil.""",0,False
novomomento,"""Lula, Haddad e Manu na chapa triplex """,-1,False
StellaMMedeiros,"""@capitu46 @MomentsBrasil O Lula está preso. E não vai sair da cadeia.""",-1,False
OttoNeruda,"""@Andreilson07 @JornalOGlobo Kkkk. Já leu Bertold Bretch??? Acho que não. Fique na sua insignificância. Manu poderá ser vice, se eles tirarem Lula. Fazendo a loucura de tirar, MANU É A VICE PRESIDENTA DO BRASIL. Chapa eleita.""",1,False
aspinho,"""@RenovaPSDB @jairbolsonaro Olha, se vocês acham que nós eleitores do Bolsonaro vamos mudar pra vocês é melhor JAIR desistindo. Do nosso lado só ficha limpa viu""",-1,False
StedileMagno,"""Lula foi condenado pelo seu triplex:, ., ., ., Lula, Haddad, Manuela, ., ., ., É crime defender os pobres e a educação no Brasil.""",0,False
luizpc,"""@vanessabg81 Enquanto a Esquerda brigava entre eles , não ganharam Eleições, nós da Direita não podemos cometer o mesmo erro deles. O Momento e de União e Fechar com o Bolsonaro , só assim venceremos., #TodosComBolsonaroEMourao""",1,False
dakotasteinfld,"""jurava que o lula ia escolher outra pessoa????????????""",1,False
mrclmonteiro,"""porque não adianta: o lula não vai sair da cadeia tão cedo. é capaz de mandarem soltar, sei lá, um dia depois das eleições, coisa assim. , , o PT tinha a faca e o queijo na mão pra fazer um “novo lula” nessas eleições, mas preferiu dar murro em ponta de faca""",-1,False
cubanizwr,"""a coisa mais ignorante que eu escutei hj foi uma colega de classe falando que bolsonaro não precisa saber de economia para ser presidente""",1,False
VilsonRq,"""@SPD_33 A Globo ta se borrando com o sucesso do Jair. Espero que haja suicídio coletivo de seus jornalistas no dia da posse de Bolsonaro.""",-1,False
brunocmaia,"""O que é a PrEP, a pílula contra a SIDA? """,0,False
Nild0Cabral,"""Lula causa bug na política da esquerda e da direita ... Kkkkk""",-1,False
fabiank,"""@flaviogomes69 Mt gente vai @andersoncarboni., , O PT vai tentar sabotar Ciro a qualquer custo, mas acho q ele tem chance., , Basta nao entrarmos na pilha e nao esquecermos q o adversário é Alckmin e não Bolsonaro., , Bolsa não tera 10% dos votos.""",-1,False
md__008,"""o tal triplex q o lula falava """,0,False
blogrobsonpires,"""O sapo de Bolsonaro """,-1,False
JoPedr2018,"""Fux mudou decisão sobre inelegibilidade de Lula para ""não deixar dúvida""  via @UOLPolitica @UOL""",1,False
chailsonbassini,"""Gostei de um vídeo @YouTube  teu lugar é no chiqueiro da história"", diz Bolsonaro à Miriam Leitão.""",-1,False
lucasdeeiroz,"""assisti o debate do bolsonaro, e o mais triste é que a surpresa foi o despreparo dos entrevistadores""",-1,False
eliseu_anjos,"""Então tá!   Daqui a vinte anos. """,0,True
NusilUSA,"""Departamento de Justiça dos EUA divulgam ao mundo toda a corrupção de Lula e Dilma. Vão reclamar de vazamento? """,1,False
RicardoSDGomes,"""@helenbraun_ Seria interessante um debate com esses 3 vices presidentes citados por voce. Porque os de cabeça de chapa prometem fortes emoções se o Bolsonaro estiver presente em todos os debates.""",-1,False
mellosflavia,"""Lula ou Dilma? — Nenhum """,-1,False
ligiarraes,"""@HudsonG99 @roxmo O Olavo tem razão, as always. Bolsonaro neles! #BolsonaroPresidente #Bolsonaro2018                 #Bolsonaro17 #MulheresComBolsonaro #BrasilComBolsonaro #BolsonaroLiveHoje #OBrasilEntrevistaBolsonaro 👉🏻😎 """,1,False
desouzabetalab,"""Ana Amélia com Alckmin tira palanque de Bolsonaro no Rio Grande do Sul  """,0,False
wrcoelio,"""Janaína Paschoal elogia Ditador Ciro Gomes , "" Vice Bolsonaro ""  via @YouTube""",0,False
jjjoycemonteiro,"""@_aninhacs Não acho que ele seja a favor do bolsonaro não... pelo o que ele disse, conhece ele e o cara é louco""",-1,False
Amarulacarvalho,"""Lula lidera pesquisa CNI-IBOPE com 33% dos votos  via @nocautefm""",0,False
paraversus,"""@VEJA ""45% dos eleitores estão pessimistas com a eleição para presidente"" - os outros 55% são os eleitores de #Bolsonaro.""",-1,False
mivagodet,""", Boa Noite 247 - Agora é oficial: papa abençoa lula  via @YouTube""",0,True
alecorrea75,"""“Sin Lula libre no hay democracia, porque ese hombre fue quien sacó de la pobreza extrema a 36 millones de brasileros. Por eso lo postulé como Premio Nobel de la Paz, pero no para Lula ni para su país, sino para toda la región. ”, Adolfo Pérez Esquivel,""",1,False
AgusEspelet3,"""Fui a la casa de Lula con Franco y la monga no estaba, #AsiNiGanas""",0,True
rdvilela,"""Bolsonaro certamente sairá vitorioso nesse debate. """,1,False
maurocarlos,"""É isso aí Marcio, já que Intervenção é utopia. vamos de Bolsonaro. 😎👉🏻👉🏻 """,1,False
MikeTorres221b,"""Só de rebanho, né """,0,True
trajanojorge,"""Ibope/CNI é o mesmo há quase 2 meses, mas Lula fica sem gráfico…  via @tijolaco""",0,False
marcosilva642,"""Gostei de um vídeo @YouTube  AMÉLIA ACEITA SER VICE DE ALCKMIN E PREOCUPA TIME DE BOLSONARO.""",0,False
fernandobragato,"""Gostei de um vídeo @YouTube  AMÉLIA ACEITA SER VICE DE ALCKMIN E PREOCUPA TIME DE BOLSONARO.""",0,False
joaolpena,"""""",0,True
DSchererFe,"""Boa Noite 247 - Agora é oficial: papa abençoa lula  via @YouTube""",0,True
anslimamil,"""@o_antagonista Urgente? Tô cag***** um monte pra eles... Se o Bolsonaro não ganhar, tanto faz qualquer porcaria pois continuaremos na mesmisse de mais de 500 anos da República falida do Brasil!""",-1,False
mellosflavia,"""adorei tu palpitando entre lula ou dilma mas disse que se tivesse idade votava no bolsonaro 🤷‍♂️ — Q? Onde q ta escrito isso? """,0,True
javieiraneto,"""Alguém consegue explicar como #Bolsonaro vai implantar tds as ""mudanças"" q pretende s/ o apoio do congresso?, Nhm partido relevante está c/ ele e a governabilidade seria 0!, Nisso, #Alckimin acertou em cheio com #AnaAmelia como vice., Goste ou não, isso ainda é mandatório nesse país""",1,False
alecalou,"""@JanainaDoBrasil Eu até estava torcendo para ser vice, mas fazer elogios ao Ciro foi demais, por favor não aceite ser a vice de Bolsonaro, vc não serve para política""",-1,False
Lukkaaz_Souza,"""@LucaSCarvalhoUS @DiegoDV00933965 @FelipeS85665103 @imaginago Mas claro, quem será que ta certo? uma professora DOUTORA da usp, ou um moleque do twitter? Um grupo inteiro no facebook que sabe sobre economia, liberalismo, que realmente ESTUDAM e são gays e APOIAM bolsonaro, , OU, , uns papagaios que repetem o que houvem na tv sobre bolsonaro?""",0,True
kdatheresa,"""Eu odeio o Bolsonaro""",-1,False
DestakNews,"""Papa está preocupado com Lula, afirma ex-chanceler Celso Amorim  """,0,False
GalimbertiFran,"""@andreazzaeditor Perfeita colocação. Ganha os votos dos que preferem um campo já conhecido e sim, acredito que conquiste alguns dos eleitores silenciosos de Bolsonaro.""",0,False
EllynanAbibe,"""Amigos negrxs que vão votar no Bolsonaro (lixo), só uma coisa: eu não escravizei ninguém, não te devo cota nenhuma. """,-1,False
apadmeida,"""Ana Amélia aceita convite e será vice de Geraldo Alckmin """,0,False
de_machado,"""Nada está ganho pra nenhum. O importante é que tudo está perdido para o Bolsonaro.""",-1,False
paulomoura72,"""@SchuldinerSieg O chuchu precisa sempre utilizar o Bolsonaro como baliza em suas manifestações para conseguir audiência. Rêmora !!!""",0,False
marcosoliveiran,"""Sempre fui um apoiador do PT, mas no momento apoio apenas a liberdade de Lula para que ele seja candidato. Porém essa história entre o Ciro Gomes e um possível apoio do PSB me deixou extremamente chateado com o partido.""",-1,False
evellinmotta,"""depois daquele fiasco do bolsonaro como alguém ainda consegue apoiar ele?""",-1,False
tudoleia,"""Marta Suplicy sobre Lula: ‘Era machista e achava que homossexual era doença’ """,-1,False
noslyaht,"""@lipi_zinhon @johnmt22 ninguém pode provar que aquilo ali é realmente verdade. As pesquisas que eles fazem podem ser manipuladas, lembrando que o Lula mesmo preso já ganhou varias pesquisas! Querer apoiar e votar no Bolsonaro é uma burrice.""",0,False
altawhid_,"""@Tarik_mohad Feliz por ter encerrado a falsa aliança do PP RS com bolsonaro, pois o pp iria abrir palanque para Dias e Alckmin também. O PSL ficará bem melhor sozinho do que na coligação com heinze, que só queria os votos dos apoiadores do Bolsonaro sem apoia-lo de verdade.""",1,False
lollytaab,"""Esperando anciosa o Lula voltar. #LulaLivreja""",1,False
Helio_mothci,"""@alexlimareal Tem o modelo ""Bolsonaro""? Se não não quero, mas obrigado, boa sorte e abandonem o Alckmin. ;) #BolsonaroLiveHoje""",0,False
tinzinho,"""Adicionei um vídeo a uma playlist @YouTube  VIVA x Bolsonaro - ANÁLISE.""",0,False
AntonioCNascim7,"""BOLSONARO PRESIDENTE , Convenção PSL 17, Vitória  ES, 31/07/2018, Com @jairbolsonaro , @MagnoMalta , @DeputadoManato """,-1,False
adzurcpr,"""MPF defende Moro e diz que briga no TRF-4 sobre libertação de Lula teve ""pá de cal""  via @UOLNoticias @UOL""",0,False
Ewerton_czar,"""@DiarioPE Toma Paulo, vai visitar e apoiar Lula e visitar ele na cadeia 😂😂😂😂""",-1,False
AFS_Andrada,"""Ana Amélia e Geraldo Alckmin é a chapa Rivotril/Lexotan., Sono na certa.""",0,False
LarissaThuanne,"""""Um recado pra vocês hein..., Nessa eleição não vote no Jair Bolsonaro. Quer votar direita? Vota direita. Quer votar esquerda? Vota esquerda. Faz o que você quiser, só NÃO vota no Jair. , Vai ser melhor pra gente, eu sei que tá difícil, mas não vai no PIOR."", @paulocuenca """,-1,False
AloisioNRocha,"""Ciro Gomes promete limpar o nome de todo mundo do SPC. Kkkkk """,1,False
hsoaresazevedo,"""Gostei de um vídeo @YouTube  p/ BOLSONARO?? Ciro Não Debate com MBL e Censura da Direita!!""",-1,False
Andre_jr022,"""Bolsonaro ou Lula? — Bolsonaro """,1,False
irineujoaob26,"""@UOLNoticias Só com Lula, e os outros ""trocentos"" presos? E é povo brasileiro que foi roubado?""",-1,False
joacy_sj,"""BOLSONARO HOJE  AO VIVO ÀS 22h:15 COM BERNARDO KÜSTER, ALAN DOS SANTOS E...  via @YouTube""",-1,False
VildesonD,"""@o_antagonista Bolsonaro 😎 2018""",1,False
IgoorJauer,"""ai ai tenho tanta preguiça de gente burra, tipo os eleitores do Bolsonaro""",-1,False
ligiarraes,"""@OMundrongo 👏🏻👏🏻👏🏻👏🏻👏🏻 Bolsonaro neles! #BolsonaroPresidente #Bolsonaro2018                 #Bolsonaro17 #MulheresComBolsonaro #BrasilComBolsonaro #BolsonaroLiveHoje #OBrasilEntrevistaBolsonaro 👉🏻😎""",1,False
robertoquix1,"""Gostei de um vídeo @YouTube  DODGE: LULA TEM QUE FICAR PRESO POIS USOU O PODER PARA ROUBAR O BRASIL.""",-1,False
singerosee,"""se o bolsonaro for eleito eu tatuo um pinto na minha perna""",-1,False
LokinguoThiago,"""Gostei de um vídeo @YouTube  Bolsonaro a Ciro: Análise eleitoral 2018""",0,False
chfelix,"""#BolsonaroLiveHoje, , Allan dos Santos e Jair Bolsonaro Hoje ao vivo!  via @YouTube""",1,False
KoizumiKeyTo,"""@DarkkManeiac La mitocondria es la fuente de energía de la célula""",0,True
RodSeverino,"""@AcordouAcordou nao tem ódio é que o país nao aguenta tanta corrupçao! e bolsonaro é ficha limpa, pelo que eu sei alkcmin nao é. Queremos gente honesta nesta zona chamada brasil""",1,False
SpartakusT_,"""Bolsonaro no roda viva foi só atacado mesmo ? To assistindo aqui e até agora não vi uma pergunta que não seja atacando o candidato""",-1,False
noslyaht,"""@lipi_zinhon @johnmt22 Bolsonaro pensa em tirar muitos direitos humanos! O cara pensa em uma nova ditadura, como assim?! já parou pra estudar a ditadura? aceita viver isso? O cara fala que não tem nenhuma dívida com os negros, ammmm?! mano Bolsonaro é um lixo humano, recista e homofóbico!!""",-1,False
EBrasiliense,"""Se Bolsonaro fala hoje ou amanhã  tanto faz, mas ele tem que falar, só assim o eleitor entenderá o que pensa...""",1,False
Fiodanavalha1,"""Ana Amélia foi escolhida para desmontar o palanque de Bolsonaro no RS e tem gente dizendo que foi por causa de ser mulher, do agro, favorável a Lava Jato e etc...""",-1,False
rigottimarialba,"""Há algum tempo assisto ao Jornal da Cultura por me identificar com o tipo de jornalismo e admirar a maioria dos convidados, mas o Roda Viva com o candidato Jair Bolsonaro foi vergonhoso, de baixo nível!""",-1,False
antiderley,"""LIXOOOOOOO """,0,True
vlwjoao,"""@luisamaiamaciel pô, eu também espero que seja o cirão da massa. mas se você parar p olhar pro cenário político, tu percebe que o segundo turno vai ser bolsonaro e alckmin, , e vai geral votar no alckmin p não votar em fascismo""",-1,False
noslyaht,"""@lipi_zinhon @johnmt22 Mano, como você ainda consegue?! você vai sofrer cara. Você é negro!! Bolsonaro quer um país de etnia branca, para pra vê as entrevistas desse cara, esse cara vai fuder a gente. Pobres e negros!!""",-1,False
jornal_opopular,"""Gleisi diz que PT só definirá vice de Lula um dia antes de registrar candidatura """,0,False
_RafaelOlv,"""@vitorhugobm_ @usuariodelolo @DanielGauze1 @mtesperon @beeacella E coincidentemente só posta algo de Bolsonaro pra escrachar., Só acho isso engraçado 🤔""",0,False
anacoutinho83,"""Acho que essa política injusta não vai seguir. E á partir de Janeiro o , #LulaPresidente,  vai brilhar. E ai, todos juntos vão cantar pela paz! Por um país próspero, um país digno, Brasil. Olé olé olé olá Lula! Lula!""",1,False
profAlzi,"""@gleisi @castrofor Eu vou continuar dizendo Lula 2018""",1,False
ToBemAqui,"""@jsalles22 @diImabr """,0,True
OduwaldoCalixto,"""@alexandregarcia @GloboNews Me desculpe.  Mas saúde pública não é o principal tema desta eleição.  As pessoas estão preocupadas com INIQUIDADE.  Daí a vantagem de Bolsonaro.""",-1,False
MatrizF,"""@UOL @portaljovempan janeiro na bolsa de mulher direita...bolsonarp 17 eu voto nesse corno por defender israel dos comunista ...17 pra ter arma na escola e nos bar.apesar de ter mais dedo ki  o lula...deve roubar menis """,-1,True
Pedro_henriqz,"""@porra__anninha @GOMES011087 @pedrinhu_tecix @olivamendes1 Mas isso é claro samu, o bolsonaro até desagarrar aquela língua dele já foi 3 minutos""",0,False
bobjackk,"""@milca27sp ~Elementos de Prova~, ~Literatura Jurídica~, ~Domínio de Fato~, ~Ato de Ofício Indeterminado~, Se o PT recebesse dinheiro em contas na Suíça, Lula estaria solto e poderia ser candidato.""",1,False
PedroseraoS,"""@brunocruz ""Ah, mas quem compra baseado não vai pra papuda""., Presta atenção: Bolsonaro é contrário à compra/venda de drogas, ainda mais sendo um filho dele. Portanto, dizer que não vai visitar na papuda pode ter sido apenas uma hipérbole., , Parem de procurar pelo em ovo. Não vão encontrar...""",1,False
FelipeYoutuberR,"""Vou comprar um Cachorro 🐶 e colocar o nome dele de Lula., , Assim sempre que chegar visita eu vou falar:, , - Pode entrar, o Lula tá preso 😂😂😂""",-1,False
CarmenLucia_SR,"""@joesouza38 Acho q o fato do Ciro Gomes abrir mão das 3 aposentadorias q teria direito por ter sido deputado, prefeito e governador ñ te diz nada?! #JN""",1,False
luan__leal,"""@edson_pina Quando eu falo em não votar na velha política e votar em Amoedo! Bolsonaro já está no segundo turno, não sabe com quem, no caso Amoedo""",0,False
NANAOPARMA,"""Ridículo ouvir no @jornalnacional que Lula está em primeiro lugar nas pesquisas. PQP que nojo FDP 🤢🤢🤢""",-1,False
xandresmoraes,"""Por que você vai votar no Bolsonaro? Brasileirinhos 5 (Parte 1: nego é mau) , #BolsonaroPresidente17, """,-1,False
BrunnTiago,"""@Enquette_ Bolsonaro""",0,True
josias_sr,"""🇿🇦Maior índice de racismo no Brasil = SUL/Sudeste! , , 💃🏽🤺Maior número de feminicidio= Sul/Norte!, , Regiões onde BOLSONARO tem Mais votos= Sul, Sudeste e norte! , , 🤔COINCIDÊNCIA!?⚰""",-1,False
LLRSarahBixby,"""LULA TAKE OVER COME JOIN!! , , """,1,False
GilvaniGilvani,"""@realwbonner com  luxuosa presença de Ciro Gomes, Bonner é entrevistado por Renata Vasconcellos. """,0,False
robertoab_prof,"""Ciro Gomes versus Organizações Tabajara! """,1,False
CarlosSCF01,"""@Jacck13 @passaroAzul46 @pahega @joomikhail @ro_lustosa @Beta22 @neusinhaschub @juca_picasso @marserafim @DilmaResiste @redsonmello @MarcosEducacao @LciaPontes1 @FridaGalo13 @Frankfrs4 @GraaVieira @adejana_m @PRagazzon @Lelecoutz @kosmossilva7 @fatimaleaum @AnnaS_Gdottir @sandraselmader @Galo_Barreiro @gurudepre @Moraescarmen @VictorLouSan @MalcomEcks @LuciaMariaCast5 @pablitohistory @esidney_ @EficoDulenio @GracieusaBrito @MITO_BR64 @Alfredo10barros @marlenemota7 @hamenteslivres @WanderleyJFJr @deliriumdelia @kepler_johann @Sandman998 @marcelo93984281 @Adrianasscamar1 @borgesedivaldo @ProencaBuen @JotaKar @ZehChe @alexandrecct @PTmilitancia @passarosErosas É mesmo. Mas no verão com Bolsonaro eleito é melhor ainda!!! Kkkk""",0,True
Rikaom59Silva,"""@Estadao Lula também tinha no Zé Dirceu, Temer no Geddel...""",0,False
prmaduro,"""@PDT_Nacional , Gostaria de saber o que Ciro Gomes acha do #MensalinhoDoTwitter.""",1,False
mi_dalla,"""É possível. E é bem capaz de aparecer quem fale se achando inteligente: Nooossa como é inteligente !!!! """,0,False
Fabiana18417594,"""Bolsonaro não é o melhor candidato, é O ÚNICO! Temos que fazer o possível pra eleger ele no primeiro turno""",1,False
MatrizF,"""@cirogomes eu quero armA PRA DEFENDEE..janeiro na bolsa de mulher direita...bolsonarp 17 eu voto nesse corno por defender israel dos comunista ...17 pra ter arma na escola e nos bar.apesar de ter mais dedo ki  o lula...deve roubar menis """,1,False
glaciosas,"""@fernandatanaka_ eu prefiro que deixem o bolsonaro falar que ele se embolota sozinho. o ciro não, se deixa ele falar até a @fernandatanaka_ vota nele #Ciro12.""",-1,False
maavitaah,"""relatos de quem apoia o Bolsonaro que eu escuto no busão:, ""se eu tivesse uma arma ia dar um tiro em cada mina que não quiser me dar."", gente, ainda não tô crendo que ouvi isso""",-1,False
btsheep,"""fala sério, n acredito q meu pai vai votar no bolsonaro q lixo""",-1,False
Pinheirao10,"""Eu estava hoje em  bate papo com caras que são admiradores do Lula e um falou que o Lula foi o cara mais votado no planeta em todas as vezes que foi candidato, eu fiquei curioso quantos votos ele já recebeu""",0,False
ondejaciviu,"""TRUMP copiando BOLSONARO!          56°Episódio  """,0,False
EstelitaBorges,"""A sorte do juiz curitibano é que Lula não guarda rancor e nada fará para prejudicá-lo se voltar à presidência. Ao contrário dele, juiz, que tudo faz para prejudicar e maltratar o ex-presidente.""",0,False
piracurucanews,"""Em sabatina, Marina Silva reafirma ser contra o aborto """,0,False
BrunnTiago,"""@joaoamoedonovo Se vc tivese comeca a 2 anos atrás iqual Bolsonaro o senhor seria eleito nosso presidente.....tenho certeza ....""",0,False
ofof2k1,"""Conheça um pouco mais sobre a nossa primeira dama, Michele Bolsonaro. """,0,False
tami_gnata,"""Cármen Lúcia deixa claro que Lula passará as eleições na prisão  via @YouTube""",0,False
Alex_spa_,"""@mbpguedes O candidato natural de Lula é... Lula. Ele adorou esse ano diversas vezes, e antes de ser preso que ele é o candidato. Foi traído. Continua sendo traído, junto com o país! Lembra do Osmar Prado contando do Tabaco? O traidor? Lá junto com Lula? Lula está sendo traído/ descartado!""",-1,False
DuMartin5,"""Ibope por estados, avassalador: Lula vence em 17, empata em 6 e perde em 2 - TIJOLAÇO | “A política, sem polêmica, é a arma das elites.” """,0,False
c1belle,"""ciro gomes vc não vale nada mas eu gosto de vc (mas nunca votaria em vc)""",1,False
luc_rovi,"""fico chocado com a gay que é a cara de um dos filhos do bolsonaro.""",-1,False
vandrank,"""Quando o Bolsonaro perder a eleição vocês se preparem, meu twitter vai ser todinho dedicado a rir dele.""",-1,False
sandramorena,"""Gostei de um vídeo @YouTube  COM VOCÊS: DEBATE CENÁRIO COM LULA PRESIDENTE OU COM QUEM ELE INDICAR.""",0,False
ZatonioLahud,"""Supremo volta a discutir liberdade de Lula em setembro """,0,False
RiichardtMeert,"""@muriloghenrique as pessoas falando mal do Lula??? também fico indignado com isso!!""",-1,False
EtRBteam,"""TOP 10 MELHORES TIRADAS DE JAIR BOLSONARO - TURN DOWN FOR WHAT:  via @YouTube""",1,False
FlavioF41778492,"""@marcelaojville Amigo, veja essa matéria sobre enriquecimento com dinheiro público #VamosRenovarTudo , """,0,False
GelliCristo,"""@ThaisM1321 @lebarata Então, desculpa se não deu pra perceber, mas foi uma ironia. Explico melhor, vejo muitos apoiadores do Bolsonaro batendo palmas pra discursos de ódio, meu comentário foi uma crítica a essas pessoas. Utilizei a ironia para fazê-la.""",0,True
rodrigobrrbosa,"""eu e Maria combinamos de comprar duas armas pra gente se o bolsonaro for eleito e liberar o porte, pra cada um matar o outro juntos , , eis a meta de amizade que eu almejava pra 2018""",-1,False
observadorint,"""STF: Rumor de julgamento ""virtual"" de pedido de Lula entre os dias 7 e 13 de setembro """,0,False
theviruslife,"""REPORTAGEM COMPLETA DE CIRO GOMES NO JORNAL NACIONAL, , ASSISTA:  , ,  #CiroNoJornalNacional #JornalNacional #CiroNoJornalNacional #CiroGomesNoJN #CiroNoJN""",0,False
daafnemartins,"""Nova edição do Festival Lula Livre será realizada em São Paulo em 2 de setembro """,1,False
portalbemparana,"""Ciro Gomes diz que 'colocará o Ministério Público e a justiça de volta na caixinha' """,-1,True
moreramatheus,"""Deveria existir uma pílula antidecepcional.""",0,True
JanesonVidal,"""Digo e repito. O programa de Amoêdo só não é pior que o de Bolsonaro pq ele não exportou o arquivo do PowerPoint pra PDF.""",-1,False
eli_lessa,"""Se vocês tiverem alguma coisa contra o Ciro, então votem na Marina ou estourando estourando no Alkmin. Mas pfvr não votem no Bolsonaro. Ele não tem nenhum preparo pra presidência""",-1,False
AmorimElisio,"""@RenovaMidia Jair bolsonaro ganhou os minutos que lhe falta então.""",0,False
TimoteoRicardo,"""@augustosnunes O Poste incorporou o Lula de verdade 🤣💦💦""",-1,False
